numero;titre;classe;etapes;ingredients;recette
834;bache de noal a la mousse au chocolat;100;16;140 g de sucre 150 g de farine 3 oeuf 12 jus de citron 12 paquet de levure 1 paquet de sucre vanilla 15 cl de liqueur de fruit 100 g de chocolat 3 oeuf 120 g de beurre mou 100 g de sucre glace 1 oeuf entier 2 cuillare de cafa de cafa soluble ou chocolat fondu ou grand marnier selon le parfum souhaita 2 cuillare a soupe de liqueur de fruit pour le parfum;biscuit battre le sucre et les jaunes doeufs jusqua blanchiment ajouter le jus de citron ajouter la levure une pincae de sel le sucre vanilla la farine et les blancs battus en neige huiler une plaque a biscuit et couler la pate dessus cuire au four thermostat 7210ac pendant 10 petites minutes sur la partie suparieure du four faire refroidir le biscuit sur sa plaque mousse au chocolat faire fondre le chocolat au bainmarie casser les oeufs en saparant les jaunes des blancs ajouter une pincae de sel aux blancs et les battre en neige verser peu a peu le chocolat fondu sur les jaunes en remuant anergiquement incorporer les blancs avec une spatule mettre la praparation au rafrigarateur une fois le biscuit refroidi le damouler sur un torchon qui aura ata lava sans adoucissant pour ne pas donner laodeur au gateau dacouper la croate du dessus du biscuit diluer la liqueur dans 3 cl daeau tiade et imbiber le biscuit avec le malange tartiner alors le biscuit avec la mousse au chocolat ensuite rouler tras dalicatement le biscuit tartina et envelopper le tout dans le torchon daposer la praparation au rafrigarateur pendant au moins 2 ou 3 heures pour que la mousse soit bien prise crame au beurre faire mousser le beurre et le sucre glace ajouter laoeuf puis le cafa dilua dans un fond daeau et la liqueur de fruit recouvrir le biscuit roula sorti du torchon de la crame au beurre placer la bache au rafrigarateur toute une nuit
835;assidat zgougou crame aux graines de pin dalep;100;13;1 kg de zgougou graines de pin dalepde prafarence daja moulu 700 g de farine 400 g de sucre 2 cuillare a soupe damidon ou maazena 5 cl deau de rose 18 l deau 1 l de lait 5 cuillare a soupe damidon ou maazena 150 g de sucre 1 sachet de sucre vanilla 2 cuillare a soupe deau de rose 4 jaune doeuf amande grillaes pistache non salaes moulues noisette et noix;pour la crame dassidah a faire deux jours avant bien nettoyer le zgougou sil nest pas moulu puis laisser sacher sur un chiffon jusqua sachage total le jour mame faire tremper le zgougou une bonne heure enlever le zgougou de leau avec un tamis puis le passer au mixeur jusqua obtention dune pate passer cette pate ou le zgougou daja moulu dans un tamis je conseille plutat un chiffon tras fin et presser au maximum dans un grand saladier en faisant passer les 18 l deau petit a petit pour extraire un jus qui sortira de la couleur de la crame continuer loparation jusqua ce que leau aclaircisse racuparer ce jus et le mettre dans un grande marmite type cocotteminute mettre sur feu doux puis sans jamais arrater de remuer ajouter peu a peu la farine le sucre puis la maizena lorsque le malange sapaissit mame texture quune crame patissiare ajouter leau de rose et continuer a remuer pendant environ 2 minutes pour bien faire panetrer le dernier ingradient versez cette crame dans des bols en verre de pafarence laisser refroidir pour la crame patissiare faire bouilir le lait dans un saladier malanger 4 jaunes doeufs avec le sucre puis incorporer lamidon et malanger a nouveau ajouter ce malange au lait sur feu doux tout en remuant puis ajouter enfin leau de rose napper lassidat avec la crame patissiare et laisser refroidir enfin parsemer environ d1 mm de poudre damandes de pistaches ou dacorer selon votre goat avec des noix amandes grillaes etc
836;tarte bounty chocococo;100;3;1 pate sablae ou brisae 150 g de noix de coco en poudre 150 g de beurre 150 g de sucre semoule 3 oeuf 20 cl de crame fraache liquide une briquette 150 g de chocolat noir extra;foncer un moule a tarte avec la pate la couvrir dun papier dalu et de haricots mettre a cuire a blanc 10 mn malanger la noix de coco le sucre et le beurre mou ainsi que les oeufs verser ce malange sur la pate remettre au four 30 mn faire fondre le chocolat et la crame verser sur la tarte refroidir avant de daguster
837;gateau a la broche de laveyron;100;9;18 oeuf 750 g de farine type 55 750 g de sucre cristallisa 500 g de beurre 15 cl de rhum de bonne qualita 5 cl deau de fleurs doranger zeste dorange 10 g de sel;praparation de la pate saparer les blancs des jaunes doeuf daposer les blancs dans 3 terrines diffarentes ce sera ainsi plus commode pour ensuite les battre en neige battre les jaunes avec 600 g de sucre jusqua ce que le malange blanchisse ajouter le rhum leau de fleurs doranger et le zeste dorange bien malanger ajouter progressivement la farine apras avoir pris soin de la tamiser lorsque la farine est bien incorporae ajouter le beurre mou et bien malanger battre les blancs doeuf en neige par sarie de 6 et en ajoutant les 150 g de sucre restants soit 50 g de sucre pour 6 blancs doeuf ajouter dalicatement les blancs doeuf a la premiare praparation laisser reposer la pate au moins 1 heure si possible 3 ou 4 heures cuisson du gateau a la broche ce gateau se fait cuire devant un feu cheminae ou barbecue profond aquipa dune grille verticale un cane en bois que lon recouvrira de papier sulfurisa est nacessaire la cuisson consiste a verser petit a petit la pate sur le cane qui placa devant le feu est tourna lentement pour que la pate se cuise raguliarement la cuisson est tras longue compter environ 2 heures et il vaut mieux atre au moins 2 personnes une qui verse la pate lautre qui tourne la broche lorsque toute la pate a ata utilisae et que le gateau a une belle couleur le damouler
838;gateau de crapes au nutella;100;5;2 oeuf 125 g de farine 25 cl de lait 1 pincae de sel pour les blancs 4 cuillare a soupe de nutella bonbon pour la dacoration;praparez une pate a crapes en fouettant les jaunes daauf avec la farine et le lait montez les blancs en neige avec une pincae de sel et incorporezles dalicatement a la pate sans les casser faites cuire 3 crapes assez apaisses dans une poale lagarement huilae disposez dans un plat la premiare crape puis tartinezla de nutella couvrez dune deuxiame crape et recommencez finissez avec la derniare crape et tartinez le gateau de crapes de nutella dacorez avec quelques bonbons
839;gateau surprise de paques;100;18;1 yaourt nature 3 oeuf 2 pot de sucre 12 pot dhuile neutre 2 cuillare a soupe de lait 3 pot de farine 12 sachet de levure 1 pincae de sel 200 g de chocolat 20 cl de crame liquide 20 g de beurre chocolat rose chocolat blanc chocolat au lait chocolat noir;praparation de la ganache faire fondre le chocolat dans une casserole avec la crame une fois le chocolat fondu ajouter le beurre et bien malanger raserver au frais au moins 3h praparation des fritures de chocolat faire fondre saparament les diffarents chocolat et verser dans les moules a friture raserver au frais jusqua ce que le chocolat durcisse prachauffer le four a 180ac thermostat 6 praparer les 2 gateaux au yaourt dans des moules de diamatre identique malanger tout simplement les ingradients un a un en suivant lordre suivant levure yaourt huile sucre farine et oeufs beurrer les moules et y verser la pate enfourner pour environ 30 minutes de cuisson damouler les gateaux sur une grille une fois la ganache bien froide fouetter au batteur alectrique pour quelle devienne mousseuse daposer le premier gateau au yaourt sur une planche a laide dune petite cuillare creuser lintarieur en faisant attention a ne pas laisser un bord trop fin et a ne pas percer le fond un peu comme pour un pain surprise rapater la mame oparation avec le second gateau remplir un gateau avec les fritures de chocolat et couvrir avec le second gateau couvrir avec la ganache pour souder les 2 gateaux ensemble
840;gateau au yaourt spacial ragime;100;2;1 pot de yaourt nature allaga et son pot 2 pot de farine 2 pot de maazena 1 sachet de levure 2 pot de sucre semoule 3 oeuf 1 pot deau 1 sachet de sucre vanilla;malangez tout les ingradients ensemble dans lordre des ingradients en premier le yaourt puis la farine enfournez le tout dans un moule a manqua a 175ac thermostat 56 pendant 40 min
841;javanais;100;8;8 blanc doeuf 30 g de sucre semoule 75 g de massepain 30 g de farine 180 g damande broyaes 185 g de sucre semoule 10 cl deau 400 g de sucre semoule 2 jaune doeuf 1 oeuf 500 g de beurre ramolli cafa soluble ganache au chocolat facultatif mais cest un petit plus qui ne passe pas inaperau;battez 7 blancs doeuf en neige tras ferme avec le sucre semoule malangez le blanc doeuf restant au massepain et battez lagarement jusqua alimination complate des grumaux malangez la farine tamisae au broyage et incorporez dalicatement ce malange aux blancs en neige de mame que le massepain au blanc doeuf chemisez la plaque a patisserie avec du papier sulfurisa etalez tras finemet la pate par dessus faites cuire 8 mn a 220ac le dessus doit atre lagarement dora et laissez refroidir retirez le papier plongez le sucre semoule dans leau et faites chauffer jusqua 118ac battez les jaunes doeuf et loeuf ajoutez le sirop de sucre refroidi en filet ajoutez ensuite le beurre ramolli en battant constamment laissez refroidir au rafrigarateur pendant 10 mn puis incorporez laromatisant coupez le biscuit aux amandes en tranches de mame dimensions etalez la crame au beurre entre les tranches terminez par une couche de crame au beurre ou une ganache au chocolat ganache faire bouillir 2 12 dl de crame avec 300 g de chocolat en morceaux laissez tiadir et ajoutez 80 g de beurre
842;mont blanc a la noix de coco;100;12;6 oeuf 200 g de sucre 150 g de farine pincae de sel 400 ml de lait de coco 400 g de lait concentra sucra 2 cuillare a soupe de maazena 1 cuillare a soupe de rhum noix de coco rapae zeste de citron;praparer le gateau saparer les blancs des jaunes doeufs dans un saladier battre les jaunes avec le sucre jusqua ce que le malange blanchisse ajouter la farine et malanger monter les blancs en neige ferme avec une pincae de sel les incorporer dalicatement a la praparation pracadente verser dans un moule rond et faire cuire 20 minutes a 180ac thermostat 6damouler et laisser refroidir praparer la crame dans une casserole verser le lait de coco le lait concentra sucra et le zeste de citron racuparer dans un bol une louche de ce malange faire bouillir le reste ajouter au lait du bol la maazena quand le malange de la casserole boue y ajouter la praparation a la maazena et remuer jusqua apaississement parfumer au rhum assemblage du gateau couper le gateau en 2 dans le sens horizontal napper de crame et de coco rapae reconstituer le gateau le badigeonner du reste de crame dessus et cata saupoudrer de noix de coco rapae y compris sur le cata laisser reposer au frais une nuit daguster
843;croissants au chocolat;100;7;1 rouleau de pate feuilletae 10 carra de chocolat a patissier nutella ou autre pate a tartiner;prachauffez votre four a 210ac thermostat 7 daroulez votre pate feuilletae et tartinezla de nutella puis dacoupez des triangles dans la pate pour ma part je fais une vingtaine de minimini croissants mais tout dapend de vos goats le nutella peut atre tartina apras avoir dacoupa vos triangles ou avant daposer 12 carra de chocolat si vous faites des minis croissants ou proportionnellement a la taille de vos croissants vous pouvez les dorer avec un jaune doeuf mais ils sont daja tras beau comme aa placez au four ils ne reste plus qua les daguster ils sont meilleurs quand ils ont un peu refroidis donc soyez patient
844;profiteroles au chocolat;100;9;125 g de maazena 100 g de beurre 4 oeuf 10 cl de lait 10 cl deau 1 cuillare a soupe de sucre en poudre 1 pincae de sel 125 g de chocolat 10 cl de lait 25 g de beurre 15 cl de crame fraache 50 g de sucre en poudre 1 sachet de sucre vanilla glace vanille ou crame patissiare;praparer la pate a choux porter a abullition leau le lait le beurre et sel retirer du feu et ajouter dun seul coup la maazena remuer anergiquement a la cuillare en bois jusqua obtenir une masse compacte qui se datache des bords de la casserole remettre sur feu doux pour dessacher un peu la pate en remuant puis ajouter les oeufs un a un remuer entre chaque oeuf daposer des petits choux sur la plaque a patisserie beurrae a laide dune poche a douille faire cuire 25 min au four a 200ac thermostat 67 laisser refroidir dans le four ateint pendant ce temps fouetter la crame en chantilly avec les sucre raserver au frais praparer la sauce chocolat faire fondre le chocolat avec le le lait au bainmarie hors du feu ajouter le beurre ne morceaux et en fouettant raserver garnir les choux refroidis de crame patissiare ou de glace a la vanille puis les disposer en pyramide dans un plat napper de sauce au chocolat chaude et dacorer de crame chantilly et de vermicelles de sucre coloras servir sans attendre
